TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63756956268987,90.0,25.5,-0.5,0.0,65.0,--
63756956269984,68.3,3.7,-0.5,0.0,65.0,--
63756956270987,65.4,0.9,-0.5,0.0,65.0,--
63756956271980,66.5,2.0,-0.5,0.0,65.0,--
63756956272990,65.2,0.6,-0.5,0.0,65.0,--
63756956273983,66.4,1.9,-0.5,0.0,65.0,--
63756956274981,69.9,5.4,-0.5,0.0,65.0,--
63756956275980,69.4,4.9,-0.5,0.0,65.0,--
63756956276989,67.3,2.8,-0.5,0.0,65.0,--
63756956277979,65.5,1.0,-0.5,0.0,65.0,--
63756956278982,64.6,0.1,-0.5,0.0,65.0,--
63756956279985,65.4,0.9,-0.5,0.0,65.0,--
63756956280984,65.8,1.3,-0.5,0.0,65.0,--
63756956281991,65.3,0.8,-0.5,0.0,65.0,--
63756956282993,66.5,2.0,-0.5,0.0,65.0,--
63756956283997,65.2,0.7,-0.5,0.0,65.0,--
63756956284994,65.0,0.5,-0.5,0.0,65.0,--
63756956285996,64.9,0.4,-0.5,0.0,65.0,--
63756956286996,65.9,1.4,-0.5,0.0,65.0,--
63756956287997,65.6,1.1,-0.5,0.0,65.0,--
63756956289001,90.0,25.5,-0.5,0.0,65.0,--
63756956289997,65.5,1.0,-0.5,0.0,65.0,--
63756956290995,70.0,5.4,-0.5,0.0,65.0,--
63756956291999,86.2,21.6,-0.5,0.1,65.0,--
63756956292996,82.4,17.7,-0.5,0.2,65.0,--
63756956294006,96.1,31.5,-0.5,0.2,65.0,--
63756956295008,83.9,19.2,-0.5,0.2,65.0,--
63756956296012,89.4,24.6,-0.5,0.3,65.0,--
63756956297013,65.6,0.9,-0.5,0.3,65.0,--
63756956298028,80.2,15.0,-0.5,0.7,65.0,--
63756956299027,85.0,20.3,-0.5,0.2,65.0,--
63756956300028,78.3,13.1,-0.5,0.7,65.0,--
63756956301030,72.5,7.7,-0.5,0.2,65.0,--
63756956302041,66.0,1.2,-0.5,0.3,65.0,--
63756956303044,67.6,2.8,-0.5,0.3,65.0,--
63756956304060,78.5,13.7,-0.5,0.3,65.0,--
63756956305067,66.7,1.9,-0.5,0.4,65.0,--
63756956306062,65.5,0.6,-0.5,0.4,65.0,--
63756956307065,67.4,2.6,-0.5,0.4,65.0,--
63756956308066,66.3,1.4,-0.5,0.4,65.0,--
63756956309064,70.0,3.8,-0.5,1.7,65.0,--
63756956310076,79.7,13.1,-0.5,2.1,65.0,--
63756956311077,90.5,25.7,-0.5,0.3,65.0,--
63756956312077,94.8,30.1,-0.5,0.2,65.0,--
63756956313074,89.3,24.6,-0.5,0.2,65.0,--
63756956314073,76.8,11.7,-0.5,0.5,65.0,--
63756956315074,68.3,2.7,-0.5,1.1,65.0,--
63756956316073,71.1,4.9,-0.5,1.7,65.0,--
63756956317074,77.0,10.7,-0.5,1.8,65.0,--
63756956318072,72.5,6.8,-0.5,1.3,65.0,--
63756956319074,83.1,18.3,-0.5,0.3,65.0,--
63756956320074,66.0,1.4,-0.5,0.1,65.0,--
63756956321075,66.3,1.7,-0.5,0.2,65.0,--
63756956322095,66.9,2.3,-0.5,0.1,65.0,--
63756956323100,67.7,3.1,-0.5,0.1,65.0,--
63756956324089,70.1,5.4,-0.5,0.1,65.0,--
63756956325091,67.9,3.4,-0.5,0.0,65.0,--
63756956326095,64.9,0.4,-0.5,0.0,65.0,--
63756956327093,65.0,0.5,-0.5,0.0,65.0,--
63756956328096,66.0,1.4,-0.5,0.0,65.0,--
63756956329089,65.1,0.6,-0.5,0.0,65.0,--
63756956330100,64.9,0.4,-0.5,0.0,65.0,--
63756956331093,65.1,0.6,-0.5,0.0,65.0,--
63756956332100,65.3,0.8,-0.5,0.0,65.0,--
63756956333093,64.5,0.0,-0.5,0.0,65.0,--
63756956334093,64.8,0.3,-0.5,0.0,65.0,--
63756956335101,64.8,0.3,-0.5,0.0,65.0,--
63756956336092,65.0,0.5,-0.5,0.0,65.0,--
63756956337102,65.6,1.1,-0.5,0.0,65.0,--
63756956338088,64.9,0.4,-0.5,0.0,65.0,--
63756956339092,72.3,7.7,-0.5,0.0,65.0,--
63756956340089,65.2,0.7,-0.5,0.0,65.0,--
63756956341089,65.3,0.8,-0.5,0.0,65.0,--
63756956342089,64.8,0.3,-0.5,0.0,65.0,--
63756956343089,65.1,0.6,-0.5,0.0,65.0,--
63756956344092,64.6,0.1,-0.5,0.0,65.0,--
63756956345088,64.6,0.1,-0.5,0.0,65.0,--
63756956346089,64.5,0.0,-0.5,0.0,65.0,--
63756956347089,65.1,0.6,-0.5,0.0,65.0,--
63756956348089,64.5,0.0,-0.5,0.0,65.0,--
63756956349122,65.1,0.6,-0.5,0.0,65.0,--
63756956350119,65.0,0.5,-0.5,0.0,65.0,--
63756956351123,66.6,2.0,-0.5,0.0,65.0,--
63756956352122,64.7,0.2,-0.5,0.0,65.0,--
63756956353121,64.8,0.2,-0.5,0.0,65.0,--
63756956354122,68.9,4.4,-0.5,0.0,65.0,--
63756956355122,74.1,9.6,-0.5,0.0,65.0,--
63756956356136,66.9,2.4,-0.5,0.0,65.0,--
63756956357152,65.9,1.4,-0.5,0.0,65.0,--
63756956358151,65.3,0.8,-0.5,0.0,65.0,--
63756956359151,65.6,1.1,-0.5,0.0,65.0,--
63756956360153,65.7,1.2,-0.5,0.0,65.0,--
63756956361150,65.2,0.7,-0.5,0.0,65.0,--
63756956362150,65.1,0.6,-0.5,0.0,65.0,--
63756956363152,65.7,1.2,-0.5,0.0,65.0,--
63756956364151,66.1,1.6,-0.5,0.0,65.0,--
63756956365152,65.1,0.6,-0.5,0.0,65.0,--
63756956366154,65.7,1.2,-0.5,0.0,65.0,--
63756956367152,65.2,0.7,-0.5,0.0,65.0,--
63756956368153,66.2,1.7,-0.5,0.0,65.0,--
63756956369154,65.9,1.4,-0.5,0.0,65.0,--
63756956370152,65.0,0.5,-0.5,0.0,65.0,--
63756956371150,65.5,1.0,-0.5,0.0,65.0,--
63756956372151,64.8,0.3,-0.5,0.0,65.0,--
63756956373152,66.4,1.9,-0.5,0.0,65.0,--
63756956374173,66.3,1.8,-0.5,0.0,65.0,--
63756956375172,64.7,0.2,-0.5,0.0,65.0,--
63756956376172,64.8,0.3,-0.5,0.0,65.0,--
63756956377172,64.8,0.3,-0.5,0.0,65.0,--
63756956378171,65.3,0.8,-0.5,0.0,65.0,--
63756956379167,65.8,1.2,-0.5,0.0,65.0,--
63756956380173,65.5,1.0,-0.5,0.0,65.0,--
63756956381172,66.1,1.6,-0.5,0.0,65.0,--
63756956382167,65.7,1.2,-0.5,0.0,65.0,--
63756956383174,66.1,1.6,-0.5,0.0,65.0,--
63756956384171,64.7,0.2,-0.5,0.0,65.0,--
63756956385166,65.1,0.6,-0.5,0.0,65.0,--
63756956386167,65.6,1.1,-0.5,0.0,65.0,--
63756956387172,69.4,4.8,-0.5,0.1,65.0,--
63756956388166,64.8,0.3,-0.5,0.0,65.0,--
63756956389184,65.0,0.5,-0.5,0.0,65.0,--
63756956390183,65.4,0.9,-0.5,0.0,65.0,--
63756956391188,66.3,1.8,-0.5,0.0,65.0,--
63756956392184,64.9,0.4,-0.5,0.0,65.0,--
63756956393187,66.8,2.3,-0.5,0.0,65.0,--
63756956394192,65.2,0.7,-0.5,0.0,65.0,--
63756956395186,65.1,0.6,-0.5,0.0,65.0,--
63756956396197,66.5,2.0,-0.5,0.0,65.0,--
63756956397199,64.6,0.1,-0.5,0.0,65.0,--
63756956398198,65.0,0.5,-0.5,0.0,65.0,--
63756956399200,65.1,0.6,-0.5,0.0,65.0,--
63756956400200,65.8,1.3,-0.5,0.0,65.0,--
63756956401197,65.8,1.3,-0.5,0.0,65.0,--
63756956402201,65.7,1.2,-0.5,0.0,65.0,--
63756956403208,69.4,4.9,-0.5,0.0,65.0,--
63756956404209,65.1,0.6,-0.5,0.0,65.0,--
63756956405209,65.9,1.4,-0.5,0.0,65.0,--
63756956406198,65.5,1.0,-0.5,0.0,65.0,--
63756956407198,64.8,0.3,-0.5,0.0,65.0,--
63756956408200,65.7,1.2,-0.5,0.0,65.0,--
63756956409201,65.1,0.6,-0.5,0.0,65.0,--
63756956410210,65.1,0.6,-0.5,0.0,65.0,--
63756956411209,66.6,2.1,-0.5,0.0,65.0,--
63756956412197,65.2,0.7,-0.5,0.0,65.0,--
63756956413200,66.0,1.5,-0.5,0.0,65.0,--
63756956414209,65.1,0.6,-0.5,0.0,65.0,--
63756956415198,66.0,1.5,-0.5,0.0,65.0,--
63756956416207,66.4,1.9,-0.5,0.0,65.0,--
63756956417209,65.1,0.6,-0.5,0.0,65.0,--
63756956418213,64.9,0.4,-0.5,0.0,65.0,--
63756956419215,66.5,2.0,-0.5,0.0,65.0,--
63756956420215,64.8,0.3,-0.5,0.0,65.0,--
63756956421216,65.9,1.4,-0.5,0.0,65.0,--
63756956422217,65.1,0.6,-0.5,0.0,65.0,--
63756956423215,64.7,0.2,-0.5,0.0,65.0,--
63756956424214,67.5,3.0,-0.5,0.0,65.0,--
63756956425215,66.2,1.7,-0.5,0.0,65.0,--
63756956426213,65.8,1.3,-0.5,0.0,65.0,--
63756956427217,65.4,0.9,-0.5,0.0,65.0,--
63756956428216,65.6,1.1,-0.5,0.0,65.0,--
63756956429218,69.8,5.2,-0.5,0.0,65.0,--
63756956430224,65.8,1.3,-0.5,0.0,65.0,--
63756956431216,64.8,0.3,-0.5,0.0,65.0,--
63756956432215,65.0,0.5,-0.5,0.0,65.0,--
63756956433215,65.6,1.1,-0.5,0.0,65.0,--
63756956434216,65.6,1.1,-0.5,0.0,65.0,--
63756956435213,64.7,0.2,-0.5,0.0,65.0,--
63756956436215,65.7,1.2,-0.5,0.0,65.0,--
63756956437213,66.1,1.6,-0.5,0.0,65.0,--
63756956438216,65.4,0.9,-0.5,0.0,65.0,--
63756956439216,65.3,0.8,-0.5,0.0,65.0,--
63756956440216,65.6,1.1,-0.5,0.0,65.0,--
63756956441216,65.6,1.1,-0.5,0.0,65.0,--
63756956442213,64.6,0.1,-0.5,0.0,65.0,--
63756956443214,65.9,1.4,-0.5,0.0,65.0,--
63756956444215,65.7,1.2,-0.5,0.0,65.0,--
63756956445217,65.9,1.4,-0.5,0.0,65.0,--
63756956446214,66.1,1.5,-0.5,0.0,65.0,--
63756956447216,65.7,1.2,-0.5,0.0,65.0,--
63756956448216,64.8,0.3,-0.5,0.0,65.0,--
63756956449213,65.8,1.3,-0.5,0.0,65.0,--
63756956450217,65.2,0.7,-0.5,0.0,65.0,--
63756956451215,65.0,0.5,-0.5,0.0,65.0,--
63756956452214,65.0,0.5,-0.5,0.0,65.0,--
63756956453215,65.6,1.1,-0.5,0.0,65.0,--
63756956454214,64.7,0.2,-0.5,0.0,65.0,--
63756956455214,65.6,1.1,-0.5,0.0,65.0,--
63756956456214,65.3,0.8,-0.5,0.0,65.0,--
63756956457215,65.3,0.8,-0.5,0.0,65.0,--
63756956458215,65.1,0.6,-0.5,0.0,65.0,--
63756956459218,64.9,0.4,-0.5,0.0,65.0,--
63756956460217,66.4,1.9,-0.5,0.0,65.0,--
63756956461215,66.6,2.1,-0.5,0.0,65.0,--
63756956462214,65.0,0.5,-0.5,0.0,65.0,--
63756956463215,65.6,1.1,-0.5,0.0,65.0,--
63756956464214,65.0,0.5,-0.5,0.0,65.0,--
63756956465216,65.7,1.2,-0.5,0.0,65.0,--
63756956466217,64.8,0.3,-0.5,0.0,65.0,--
63756956467216,66.4,1.9,-0.5,0.0,65.0,--
63756956468218,67.7,3.1,-0.5,0.1,65.0,--
63756956469225,78.1,13.6,-0.5,0.1,65.0,--
63756956470215,65.8,1.3,-0.5,0.0,65.0,--
63756956471216,65.4,0.9,-0.5,0.0,65.0,--
63756956472213,65.5,1.0,-0.5,0.0,65.0,--
63756956473215,65.1,0.6,-0.5,0.0,65.0,--
63756956474216,65.6,1.1,-0.5,0.0,65.0,--
63756956475231,64.7,0.2,-0.5,0.0,65.0,--
63756956476232,66.2,1.7,-0.5,0.0,65.0,--
63756956477249,65.4,0.9,-0.5,0.0,65.0,--
63756956478250,65.4,0.9,-0.5,0.0,65.0,--
63756956479252,64.8,0.3,-0.5,0.0,65.0,--
63756956480252,64.8,0.3,-0.5,0.0,65.0,--
63756956481260,64.8,0.3,-0.5,0.0,65.0,--
63756956482262,65.9,1.4,-0.5,0.0,65.0,--
63756956483260,66.1,1.6,-0.5,0.0,65.0,--
63756956484261,65.9,1.4,-0.5,0.0,65.0,--
63756956485264,65.2,0.7,-0.5,0.0,65.0,--
63756956486259,64.9,0.4,-0.5,0.0,65.0,--
63756956487261,65.1,0.6,-0.5,0.0,65.0,--
63756956488262,65.1,0.6,-0.5,0.0,65.0,--
63756956489260,65.8,1.3,-0.5,0.0,65.0,--
63756956490260,64.8,0.3,-0.5,0.0,65.0,--
63756956491261,65.1,0.6,-0.5,0.0,65.0,--
63756956492264,66.0,1.5,-0.5,0.0,65.0,--
63756956493262,65.5,1.0,-0.5,0.0,65.0,--
63756956494262,65.6,1.1,-0.5,0.0,65.0,--
63756956495261,65.3,0.8,-0.5,0.0,65.0,--
63756956496261,65.1,0.6,-0.5,0.0,65.0,--
63756956497260,65.3,0.8,-0.5,0.0,65.0,--
63756956498262,65.9,1.4,-0.5,0.0,65.0,--
63756956499259,65.0,0.5,-0.5,0.0,65.0,--
63756956500262,64.6,0.1,-0.5,0.0,65.0,--
63756956501261,65.0,0.5,-0.5,0.0,65.0,--
63756956502260,66.1,1.6,-0.5,0.0,65.0,--
63756956503261,64.8,0.3,-0.5,0.0,65.0,--
63756956504261,65.8,1.3,-0.5,0.0,65.0,--
63756956505264,64.9,0.4,-0.5,0.0,65.0,--
63756956506264,65.9,1.4,-0.5,0.0,65.0,--
63756956507260,65.7,1.2,-0.5,0.0,65.0,--
63756956508264,66.0,1.5,-0.5,0.0,65.0,--
63756956509264,65.9,1.4,-0.5,0.0,65.0,--
63756956510281,65.4,0.9,-0.5,0.0,65.0,--
63756956511284,65.2,0.7,-0.5,0.0,65.0,--
63756956512275,66.9,2.4,-0.5,0.0,65.0,--
63756956513278,65.1,0.6,-0.5,0.0,65.0,--
63756956514276,65.5,1.0,-0.5,0.0,65.0,--
63756956515277,65.1,0.6,-0.5,0.0,65.0,--
63756956516276,65.3,0.8,-0.5,0.0,65.0,--
63756956517275,65.3,0.8,-0.5,0.0,65.0,--
63756956518277,65.4,0.9,-0.5,0.0,65.0,--
63756956519275,65.0,0.5,-0.5,0.0,65.0,--
63756956520276,65.6,1.1,-0.5,0.0,65.0,--
63756956521279,64.9,0.4,-0.5,0.0,65.0,--
63756956522276,64.7,0.2,-0.5,0.0,65.0,--
63756956523276,65.0,0.5,-0.5,0.0,65.0,--
63756956524277,66.2,1.7,-0.5,0.0,65.0,--
63756956525278,64.8,0.3,-0.5,0.0,65.0,--
63756956526278,64.8,0.3,-0.5,0.0,65.0,--
63756956527275,65.5,1.0,-0.5,0.0,65.0,--
63756956528275,65.3,0.8,-0.5,0.0,65.0,--
63756956529278,65.4,0.9,-0.5,0.0,65.0,--
63756956530275,65.2,0.7,-0.5,0.0,65.0,--
63756956531277,64.6,0.1,-0.5,0.0,65.0,--
63756956532278,65.6,1.1,-0.5,0.0,65.0,--
63756956533278,64.8,0.3,-0.5,0.0,65.0,--
63756956534278,65.6,1.1,-0.5,0.0,65.0,--
63756956535279,64.8,0.3,-0.5,0.0,65.0,--
63756956536276,65.2,0.7,-0.5,0.0,65.0,--
63756956537278,65.1,0.6,-0.5,0.0,65.0,--
63756956538277,65.8,1.3,-0.5,0.0,65.0,--
63756956539277,65.9,1.4,-0.5,0.0,65.0,--
63756956540278,65.3,0.8,-0.5,0.0,65.0,--
63756956541279,65.4,0.9,-0.5,0.0,65.0,--
63756956542277,65.0,0.5,-0.5,0.0,65.0,--
63756956543278,64.5,0.0,-0.5,0.0,65.0,--
63756956544278,65.6,1.1,-0.5,0.0,65.0,--
63756956545279,64.8,0.3,-0.5,0.0,65.0,--
63756956546277,65.5,1.0,-0.5,0.0,65.0,--
63756956547280,64.9,0.4,-0.5,0.0,65.0,--
63756956548278,65.8,1.3,-0.5,0.0,65.0,--
63756956549277,64.5,0.0,-0.5,0.0,65.0,--
63756956550277,65.3,0.8,-0.5,0.0,65.0,--
63756956551276,65.0,0.5,-0.5,0.0,65.0,--
63756956552279,65.1,0.6,-0.5,0.0,65.0,--
63756956553279,65.1,0.6,-0.5,0.0,65.0,--
63756956554280,65.3,0.8,-0.5,0.0,65.0,--
63756956555279,65.3,0.8,-0.5,0.0,65.0,--
63756956556277,65.0,0.5,-0.5,0.0,65.0,--
63756956557278,65.1,0.6,-0.5,0.0,65.0,--
63756956558278,65.0,0.5,-0.5,0.0,65.0,--
63756956559278,65.3,0.8,-0.5,0.0,65.0,--
63756956560277,65.6,1.1,-0.5,0.0,65.0,--
63756956561278,64.8,0.3,-0.5,0.0,65.0,--
63756956562278,64.5,0.0,-0.5,0.0,65.0,--
63756956563275,65.8,1.3,-0.5,0.0,65.0,--
63756956564277,64.8,0.3,-0.5,0.0,65.0,--
63756956565277,65.3,0.8,-0.5,0.0,65.0,--
63756956566277,65.3,0.8,-0.5,0.0,65.0,--
63756956567277,64.8,0.3,-0.5,0.0,65.0,--
63756956568277,65.3,0.8,-0.5,0.0,65.0,--
63756956569278,65.3,0.8,-0.5,0.0,65.0,--
63756956570278,65.0,0.5,-0.5,0.0,65.0,--
63756956571278,65.0,0.5,-0.5,0.0,65.0,--
63756956572277,65.3,0.8,-0.5,0.0,65.0,--
63756956573277,65.9,1.4,-0.5,0.0,65.0,--
63756956574278,65.9,1.4,-0.5,0.0,65.0,--
63756956575277,65.0,0.5,-0.5,0.0,65.0,--
63756956576278,65.6,1.1,-0.5,0.0,65.0,--
63756956577276,65.5,1.0,-0.5,0.0,65.0,--
63756956578275,64.8,0.3,-0.5,0.0,65.0,--
63756956579277,65.6,1.1,-0.5,0.0,65.0,--
63756956580276,65.3,0.8,-0.5,0.0,65.0,--
63756956581276,65.0,0.5,-0.5,0.0,65.0,--
63756956582279,65.4,0.9,-0.5,0.0,65.0,--
63756956583276,66.0,1.5,-0.5,0.0,65.0,--
63756956584280,65.2,0.7,-0.5,0.0,65.0,--
63756956585277,65.0,0.5,-0.5,0.0,65.0,--
63756956586277,66.1,1.6,-0.5,0.0,65.0,--
63756956587276,65.3,0.8,-0.5,0.0,65.0,--
63756956588278,64.6,0.1,-0.5,0.0,65.0,--
63756956589277,65.3,0.8,-0.5,0.0,65.0,--
63756956590279,64.8,0.3,-0.5,0.0,65.0,--
63756956591276,65.0,0.5,-0.5,0.0,65.0,--
63756956592278,65.4,0.9,-0.5,0.0,65.0,--
63756956593275,65.8,1.3,-0.5,0.0,65.0,--
63756956594279,64.6,0.1,-0.5,0.0,65.0,--
63756956595279,65.9,1.4,-0.5,0.0,65.0,--
63756956596278,65.8,1.3,-0.5,0.0,65.0,--
63756956597278,64.8,0.3,-0.5,0.0,65.0,--
63756956598276,65.5,1.0,-0.5,0.0,65.0,--
63756956599279,65.2,0.7,-0.5,0.0,65.0,--
63756956600278,65.6,1.1,-0.5,0.0,65.0,--
63756956601277,66.7,2.2,-0.5,0.0,65.0,--
63756956602278,64.8,0.3,-0.5,0.0,65.0,--
63756956603277,65.3,0.8,-0.5,0.0,65.0,--
63756956604278,66.4,1.9,-0.5,0.0,65.0,--
63756956605278,64.8,0.3,-0.5,0.0,65.0,--
63756956606278,65.9,1.4,-0.5,0.0,65.0,--
63756956607278,66.1,1.6,-0.5,0.0,65.0,--
63756956608280,65.1,0.6,-0.5,0.0,65.0,--
63756956609276,64.9,0.4,-0.5,0.0,65.0,--
63756956610278,65.4,0.9,-0.5,0.0,65.0,--
63756956611278,65.6,1.1,-0.5,0.0,65.0,--
63756956612278,65.6,1.1,-0.5,0.0,65.0,--
63756956613277,65.3,0.8,-0.5,0.0,65.0,--
63756956614276,65.0,0.5,-0.5,0.0,65.0,--
63756956615277,65.6,1.1,-0.5,0.0,65.0,--
63756956616275,64.7,0.2,-0.5,0.0,65.0,--
63756956617277,65.7,1.2,-0.5,0.0,65.0,--
63756956618278,65.3,0.8,-0.5,0.0,65.0,--
63756956619278,65.3,0.8,-0.5,0.0,65.0,--
63756956620277,65.3,0.8,-0.5,0.0,65.0,--
63756956621277,65.0,0.5,-0.5,0.0,65.0,--
63756956622275,65.0,0.5,-0.5,0.0,65.0,--
63756956623278,65.7,1.2,-0.5,0.0,65.0,--
63756956624276,65.0,0.5,-0.5,0.0,65.0,--
63756956625279,65.7,1.2,-0.5,0.0,65.0,--
63756956626276,65.0,0.5,-0.5,0.0,65.0,--
63756956627277,65.6,1.1,-0.5,0.0,65.0,--
63756956628276,65.0,0.5,-0.5,0.0,65.0,--
63756956629277,65.9,1.4,-0.5,0.0,65.0,--
63756956630278,65.1,0.6,-0.5,0.0,65.0,--
63756956631279,65.0,0.5,-0.5,0.0,65.0,--
63756956632277,65.6,1.1,-0.5,0.0,65.0,--
63756956633278,65.3,0.8,-0.5,0.0,65.0,--
63756956634275,66.1,1.6,-0.5,0.0,65.0,--
63756956635279,64.9,0.4,-0.5,0.0,65.0,--
63756956636279,64.8,0.3,-0.5,0.0,65.0,--
63756956637287,65.6,1.1,-0.5,0.0,65.0,--
63756956638288,65.1,0.6,-0.5,0.0,65.0,--
63756956639277,65.5,1.0,-0.5,0.0,65.0,--
63756956640282,65.5,1.0,-0.5,0.0,65.0,--
63756956641280,65.5,1.0,-0.5,0.0,65.0,--
63756956642281,65.6,1.1,-0.5,0.0,65.0,--
63756956643289,66.1,1.6,-0.5,0.0,65.0,--
63756956644277,65.5,1.0,-0.5,0.0,65.0,--
63756956645282,64.7,0.2,-0.5,0.0,65.0,--
63756956646283,65.3,0.8,-0.5,0.0,65.0,--
63756956647276,64.5,0.0,-0.5,0.0,65.0,--
63756956648281,65.2,0.7,-0.5,0.0,65.0,--
63756956649288,66.1,1.6,-0.5,0.0,65.0,--
63756956650276,64.5,0.0,-0.5,0.0,65.0,--
63756956651275,65.6,1.1,-0.5,0.0,65.0,--
63756956652280,65.2,0.7,-0.5,0.0,65.0,--
63756956653283,65.2,0.7,-0.5,0.0,65.0,--
63756956654283,65.8,1.3,-0.5,0.0,65.0,--
63756956655279,64.9,0.4,-0.5,0.0,65.0,--
63756956656286,65.8,1.3,-0.5,0.0,65.0,--
63756956657280,65.4,0.9,-0.5,0.0,65.0,--
63756956658278,65.0,0.5,-0.5,0.0,65.0,--
63756956659285,65.0,0.5,-0.5,0.0,65.0,--
63756956660276,65.0,0.5,-0.5,0.0,65.0,--
63756956661289,65.8,1.3,-0.5,0.0,65.0,--
63756956662278,65.8,1.3,-0.5,0.0,65.0,--
63756956663282,65.5,1.0,-0.5,0.0,65.0,--
63756956664283,66.2,1.7,-0.5,0.0,65.0,--
63756956665280,64.5,0.0,-0.5,0.0,65.0,--
63756956666282,65.4,0.9,-0.5,0.0,65.0,--
63756956667285,65.7,1.2,-0.5,0.0,65.0,--
63756956668285,64.8,0.3,-0.5,0.0,65.0,--
63756956669278,65.1,0.6,-0.5,0.0,65.0,--
63756956670282,65.5,1.0,-0.5,0.0,65.0,--
63756956671283,64.6,0.1,-0.5,0.0,65.0,--
63756956672284,65.6,1.1,-0.5,0.0,65.0,--
63756956673285,65.4,0.9,-0.5,0.0,65.0,--
63756956674276,65.0,0.5,-0.5,0.0,65.0,--
63756956675281,65.8,1.3,-0.5,0.0,65.0,--
63756956676276,64.6,0.1,-0.5,0.0,65.0,--
63756956677281,65.5,1.0,-0.5,0.0,65.0,--
63756956678280,65.8,1.3,-0.5,0.0,65.0,--
63756956679276,65.5,1.0,-0.5,0.0,65.0,--
63756956680290,65.8,1.3,-0.5,0.0,65.0,--
63756956681293,65.1,0.6,-0.5,0.0,65.0,--
63756956682291,65.5,1.0,-0.5,0.0,65.0,--
63756956683295,66.3,1.8,-0.5,0.0,65.0,--
63756956684292,65.8,1.3,-0.5,0.0,65.0,--
63756956685294,65.1,0.6,-0.5,0.0,65.0,--
63756956686293,65.3,0.8,-0.5,0.0,65.0,--
63756956687294,65.3,0.8,-0.5,0.0,65.0,--
63756956688293,65.6,1.1,-0.5,0.0,65.0,--
63756956689293,65.1,0.6,-0.5,0.0,65.0,--
63756956690294,65.9,1.4,-0.5,0.0,65.0,--
63756956691291,65.2,0.7,-0.5,0.0,65.0,--
63756956692296,65.2,0.7,-0.5,0.0,65.0,--
63756956693295,65.0,0.5,-0.5,0.0,65.0,--
63756956694295,65.3,0.8,-0.5,0.0,65.0,--
63756956695291,64.9,0.4,-0.5,0.0,65.0,--
63756956696291,65.0,0.5,-0.5,0.0,65.0,--
63756956697294,65.2,0.7,-0.5,0.0,65.0,--
63756956698295,65.3,0.8,-0.5,0.0,65.0,--
63756956699292,64.7,0.2,-0.5,0.0,65.0,--
63756956700295,66.0,1.5,-0.5,0.0,65.0,--
63756956701295,64.8,0.3,-0.5,0.0,65.0,--
63756956702292,65.8,1.3,-0.5,0.0,65.0,--
63756956703292,64.8,0.3,-0.5,0.0,65.0,--
63756956704295,66.5,2.0,-0.5,0.0,65.0,--
63756956705292,64.5,0.0,-0.5,0.0,65.0,--
63756956706294,66.2,1.7,-0.5,0.0,65.0,--
63756956707295,64.8,0.3,-0.5,0.0,65.0,--
63756956708291,65.5,1.0,-0.5,0.0,65.0,--
63756956709292,64.8,0.3,-0.5,0.0,65.0,--
63756956710292,66.1,1.6,-0.5,0.0,65.0,--
63756956711293,65.4,0.9,-0.5,0.0,65.0,--
63756956712295,65.1,0.6,-0.5,0.0,65.0,--
63756956713295,65.9,1.4,-0.5,0.0,65.0,--
63756956714292,65.2,0.7,-0.5,0.0,65.0,--
63756956715292,64.5,0.0,-0.5,0.0,65.0,--
63756956716296,65.5,1.0,-0.5,0.0,65.0,--
63756956717291,64.9,0.4,-0.5,0.0,65.0,--
63756956718294,65.7,1.2,-0.5,0.0,65.0,--
63756956719293,65.3,0.8,-0.5,0.0,65.0,--
63756956720295,65.4,0.9,-0.5,0.0,65.0,--
63756956721291,64.7,0.2,-0.5,0.0,65.0,--
63756956722292,65.3,0.8,-0.5,0.0,65.0,--
63756956723291,65.3,0.8,-0.5,0.0,65.0,--
63756956724292,65.9,1.4,-0.5,0.0,65.0,--
63756956725294,65.4,0.9,-0.5,0.0,65.0,--
63756956726292,64.7,0.2,-0.5,0.0,65.0,--
63756956727291,65.0,0.5,-0.5,0.0,65.0,--
63756956728293,65.9,1.4,-0.5,0.0,65.0,--
63756956729295,65.7,1.2,-0.5,0.0,65.0,--
63756956730295,64.8,0.3,-0.5,0.0,65.0,--
63756956731291,65.8,1.3,-0.5,0.0,65.0,--
63756956732291,65.6,1.1,-0.5,0.0,65.0,--
63756956733295,65.4,0.9,-0.5,0.0,65.0,--
63756956734295,65.0,0.5,-0.5,0.0,65.0,--
63756956735294,65.3,0.8,-0.5,0.0,65.0,--
63756956736291,64.7,0.2,-0.5,0.0,65.0,--
63756956737295,65.4,0.9,-0.5,0.0,65.0,--
63756956738291,64.7,0.2,-0.5,0.0,65.0,--
63756956739291,64.8,0.3,-0.5,0.0,65.0,--
63756956740292,65.3,0.8,-0.5,0.0,65.0,--
63756956741294,65.4,0.9,-0.5,0.0,65.0,--
63756956742291,65.2,0.7,-0.5,0.0,65.0,--
63756956743291,65.9,1.4,-0.5,0.0,65.0,--
63756956744292,65.6,1.1,-0.5,0.0,65.0,--
63756956745294,65.4,0.9,-0.5,0.0,65.0,--
63756956746294,65.3,0.8,-0.5,0.0,65.0,--
63756956747291,65.2,0.7,-0.5,0.0,65.0,--
63756956748293,65.7,1.2,-0.5,0.0,65.0,--
63756956749296,66.0,1.5,-0.5,0.0,65.0,--
